products pairs;sales num;support
('yogurt', 'whipped/sour cream');204;0.0207
('yogurt', 'brown bread');143;0.0145
('yogurt', 'domestic eggs');141;0.0143
('yogurt', 'frankfurter');110;0.0112
('yogurt', 'margarine');140;0.0142
('yogurt', 'coffee');96;0.0098
('yogurt', 'pork');94;0.0096
('yogurt', 'butter');144;0.0146
('yogurt', 'curd');170;0.0173
('yogurt', 'beef');115;0.0117
('yogurt', 'napkins');121;0.0123
('yogurt', 'chocolate');91;0.0093
('yogurt', 'frozen vegetables');122;0.0124
('yogurt', 'chicken');82;0.0083
('yogurt', 'white bread');89;0.009
('yogurt', 'cream cheese');122;0.0124
('yogurt', 'waffles');74;0.0075
('yogurt', 'salty snack');61;0.0062
('yogurt', 'long life bakery product');86;0.0087
('yogurt', 'dessert');97;0.0099
('yogurt', 'sugar');68;0.0069
('yogurt', 'UHT-milk');73;0.0074
('yogurt', 'berries');104;0.0106
('yogurt', 'hamburger meat');64;0.0065
('yogurt', 'hygiene articles');72;0.0073
('yogurt', 'onions');71;0.0072
('yogurt', 'specialty chocolate');47;0.0048
('yogurt', 'candy');54;0.0055
('yogurt', 'frozen meals');61;0.0062
('yogurt', 'misc. beverages');44;0.0045
('yogurt', 'oil');52;0.0053
('yogurt', 'butter milk');84;0.0085
('yogurt', 'specialty bar');44;0.0045
('yogurt', 'ham');66;0.0067
('yogurt', 'beverages');54;0.0055
('yogurt', 'meat');52;0.0053
('yogurt', 'ice cream');35;0.0036
('yogurt', 'hard cheese');63;0.0064
('yogurt', 'sliced cheese');79;0.008
('yogurt', 'cat food');61;0.0062
('yogurt', 'grapes');46;0.0047
('yogurt', 'chewing gum');23;0.0023
('yogurt', 'detergent');39;0.004
('yogurt', 'red/blush wine');24;0.0024
('yogurt', 'white wine');20;0.002
('yogurt', 'pickled vegetables');37;0.0038
('yogurt', 'baking powder');45;0.0046
('yogurt', 'semi-finished bread');35;0.0036
('yogurt', 'dishes');37;0.0038
('yogurt', 'flour');48;0.0049
('yogurt', 'potted plants');38;0.0039
('yogurt', 'soft cheese');59;0.006
('yogurt', 'processed cheese');26;0.0026
('yogurt', 'herbs');35;0.0036
('yogurt', 'pasta');31;0.0032
('yogurt', 'canned fish');32;0.0033
('yogurt', 'seasonal products');32;0.0033
('yogurt', 'cake bar');24;0.0024
('yogurt', 'packaged fruit/vegetables');25;0.0025
('yogurt', 'mustard');23;0.0023
('yogurt', 'frozen fish');32;0.0033
('yogurt', 'cling film/bags');25;0.0025
('yogurt', 'spread cheese');35;0.0036
('yogurt', 'liquor');6;0.0006
('yogurt', 'salt');22;0.0022
('yogurt', 'frozen dessert');19;0.0019
('yogurt', 'canned vegetables');30;0.0031
('yogurt', 'dish cleaner');24;0.0024
('yogurt', 'flower (seeds)');14;0.0014
('yogurt', 'roll products');22;0.0022
('yogurt', 'condensed milk');16;0.0016
('yogurt', 'pet care');14;0.0014
('yogurt', 'photo/film');11;0.0011
('yogurt', 'mayonnaise');27;0.0027
('yogurt', 'chocolate marshmallow');15;0.0015
('yogurt', 'sweet spreads');22;0.0022
('yogurt', 'candles');12;0.0012
('yogurt', 'specialty cheese');28;0.0028
('yogurt', 'dog food');19;0.0019
('yogurt', 'frozen potato products');22;0.0022
('yogurt', 'house keeping products');18;0.0018
('yogurt', 'turkey');23;0.0023
('yogurt', 'Instant food products');14;0.0014
('yogurt', 'liquor (appetizer)');10;0.001
('yogurt', 'rice');23;0.0023
('yogurt', 'instant coffee');21;0.0021
('yogurt', 'popcorn');13;0.0013
('yogurt', 'zwieback');14;0.0014
('yogurt', 'soups');10;0.001
('yogurt', 'finished products');9;0.0009
('yogurt', 'vinegar');18;0.0018
('yogurt', 'female sanitary products');16;0.0016
('yogurt', 'kitchen towels');12;0.0012
('yogurt', 'dental care');11;0.0011
('yogurt', 'cereals');21;0.0021
('yogurt', 'sparkling wine');9;0.0009
('yogurt', 'sauces');7;0.0007
('yogurt', 'softener');12;0.0012
('yogurt', 'jam');12;0.0012
('yogurt', 'spices');12;0.0012
('yogurt', 'curd cheese');13;0.0013
('yogurt', 'liver loaf');15;0.0015
('yogurt', 'cleaner');16;0.0016
('yogurt', 'male cosmetics');10;0.001
('yogurt', 'rum');4;0.0004
('yogurt', 'ketchup');11;0.0011
('yogurt', 'meat spreads');18;0.0018
('yogurt', 'brandy');9;0.0009
('yogurt', 'light bulbs');12;0.0012
('yogurt', 'tea');9;0.0009
('yogurt', 'specialty fat');8;0.0008
('yogurt', 'abrasive cleaner');10;0.001
('yogurt', 'skin care');10;0.001
('yogurt', 'nuts/prunes');4;0.0004
('yogurt', 'syrup');6;0.0006
('yogurt', 'canned fruit');4;0.0004
('yogurt', 'artif. sweetener');11;0.0011
('yogurt', 'nut snack');6;0.0006
('yogurt', 'snack products');2;0.0002
('yogurt', 'fish');6;0.0006
('yogurt', 'potato products');8;0.0008
('yogurt', 'bathroom cleaner');8;0.0008
('yogurt', 'cookware');4;0.0004
('yogurt', 'soap');3;0.0003
('yogurt', 'cooking chocolate');4;0.0004
('yogurt', 'pudding powder');7;0.0007
('yogurt', 'tidbits');5;0.0005
('yogurt', 'organic sausage');6;0.0006
('yogurt', 'cocoa drinks');3;0.0003
('yogurt', 'prosecco');1;0.0001
('yogurt', 'flower soil/fertilizer');1;0.0001
('yogurt', 'ready soups');4;0.0004
('yogurt', 'specialty vegetables');5;0.0005
('yogurt', 'organic products');4;0.0004
('yogurt', 'honey');4;0.0004
('yogurt', 'decalcifier');4;0.0004
('yogurt', 'cream');3;0.0003
('yogurt', 'frozen fruits');2;0.0002
('yogurt', 'hair spray');2;0.0002
('yogurt', 'rubbing alcohol');0;0.0
('yogurt', 'liqueur');1;0.0001
('yogurt', 'whisky');1;0.0001
('yogurt', 'salad dressing');0;0.0
('yogurt', 'make up remover');1;0.0001
('yogurt', 'toilet cleaner');1;0.0001
('yogurt', 'frozen chicken');2;0.0002
('yogurt', 'baby cosmetics');0;0.0
('yogurt', 'bags');1;0.0001
('yogurt', 'kitchen utensil');2;0.0002
('yogurt', 'preservation products');1;0.0001
('yogurt', 'baby food');1;0.0001
('yogurt', 'sound storage medium');0;0.0
('bottled water', 'root vegetables');154;0.0157
('bottled water', 'tropical fruit');182;0.0185
('bottled water', 'shopping bags');108;0.011
('bottled water', 'sausage');118;0.012
('bottled water', 'pastry');88;0.0089
('bottled water', 'citrus fruit');133;0.0135
('bottled water', 'bottled beer');155;0.0158
('bottled water', 'newspapers');111;0.0113
('bottled water', 'canned beer');79;0.008
('bottled water', 'pip fruit');104;0.0106
('bottled water', 'fruit/vegetable juice');140;0.0142
('bottled water', 'whipped/sour cream');86;0.0087
('bottled water', 'brown bread');81;0.0082
('bottled water', 'domestic eggs');90;0.0092
('bottled water', 'frankfurter');72;0.0073
('bottled water', 'margarine');101;0.0103
('bottled water', 'coffee');72;0.0073
('bottled water', 'pork');73;0.0074
('bottled water', 'butter');88;0.0089
('bottled water', 'curd');60;0.0061
('bottled water', 'beef');61;0.0062
('bottled water', 'napkins');85;0.0086
('bottled water', 'chocolate');57;0.0058
('bottled water', 'frozen vegetables');61;0.0062
('bottled water', 'chicken');52;0.0053
('bottled water', 'white bread');43;0.0044
('bottled water', 'cream cheese');58;0.0059
('bottled water', 'waffles');42;0.0043
('bottled water', 'salty snack');43;0.0044
('bottled water', 'long life bakery product');42;0.0043
('bottled water', 'dessert');51;0.0052
('bottled water', 'sugar');47;0.0048
('bottled water', 'UHT-milk');72;0.0073
('bottled water', 'berries');40;0.0041
('bottled water', 'hamburger meat');29;0.0029
('bottled water', 'hygiene articles');56;0.0057
('bottled water', 'onions');58;0.0059
('bottled water', 'specialty chocolate');39;0.004
('bottled water', 'candy');36;0.0037
('bottled water', 'frozen meals');31;0.0032
('bottled water', 'misc. beverages');52;0.0053
('bottled water', 'oil');41;0.0042
('bottled water', 'butter milk');37;0.0038
('bottled water', 'specialty bar');27;0.0027
('bottled water', 'ham');29;0.0029
('bottled water', 'beverages');30;0.0031
('bottled water', 'meat');30;0.0031
('bottled water', 'ice cream');26;0.0026
('bottled water', 'hard cheese');35;0.0036
('bottled water', 'sliced cheese');38;0.0039
('bottled water', 'cat food');44;0.0045
('bottled water', 'grapes');43;0.0044
('bottled water', 'chewing gum');27;0.0027
('bottled water', 'detergent');23;0.0023
('bottled water', 'red/blush wine');32;0.0033
('bottled water', 'white wine');39;0.004
('bottled water', 'pickled vegetables');30;0.0031
('bottled water', 'baking powder');28;0.0028
('bottled water', 'semi-finished bread');25;0.0025
('bottled water', 'dishes');21;0.0021
('bottled water', 'flour');27;0.0027
('bottled water', 'potted plants');25;0.0025
('bottled water', 'soft cheese');21;0.0021
('bottled water', 'processed cheese');23;0.0023
('bottled water', 'herbs');30;0.0031
('bottled water', 'pasta');20;0.002
('bottled water', 'canned fish');16;0.0016
('bottled water', 'seasonal products');14;0.0014
('bottled water', 'cake bar');18;0.0018
('bottled water', 'packaged fruit/vegetables');26;0.0026
('bottled water', 'mustard');20;0.002
('bottled water', 'frozen fish');7;0.0007
('bottled water', 'cling film/bags');19;0.0019
('bottled water', 'spread cheese');22;0.0022
('bottled water', 'liquor');10;0.001
('bottled water', 'salt');15;0.0015
('bottled water', 'frozen dessert');15;0.0015
('bottled water', 'canned vegetables');10;0.001
('bottled water', 'dish cleaner');15;0.0015
('bottled water', 'flower (seeds)');15;0.0015
('bottled water', 'roll products');14;0.0014
('bottled water', 'condensed milk');14;0.0014
('bottled water', 'pet care');13;0.0013
('bottled water', 'photo/film');5;0.0005
('bottled water', 'mayonnaise');10;0.001
('bottled water', 'chocolate marshmallow');12;0.0012
('bottled water', 'sweet spreads');4;0.0004
('bottled water', 'candles');7;0.0007
('bottled water', 'specialty cheese');17;0.0017
('bottled water', 'dog food');14;0.0014
('bottled water', 'frozen potato products');11;0.0011
('bottled water', 'house keeping products');9;0.0009
('bottled water', 'turkey');16;0.0016
('bottled water', 'Instant food products');10;0.001
('bottled water', 'liquor (appetizer)');7;0.0007
('bottled water', 'rice');13;0.0013
('bottled water', 'instant coffee');10;0.001
('bottled water', 'popcorn');10;0.001
('bottled water', 'zwieback');8;0.0008
('bottled water', 'soups');10;0.001
('bottled water', 'finished products');6;0.0006
('bottled water', 'vinegar');9;0.0009
('bottled water', 'female sanitary products');10;0.001
('bottled water', 'kitchen towels');3;0.0003
('bottled water', 'dental care');7;0.0007
('bottled water', 'cereals');5;0.0005
('bottled water', 'sparkling wine');5;0.0005
('bottled water', 'sauces');7;0.0007
('bottled water', 'softener');9;0.0009
('bottled water', 'jam');12;0.0012
('bottled water', 'spices');7;0.0007
('bottled water', 'curd cheese');6;0.0006
('bottled water', 'liver loaf');4;0.0004
('bottled water', 'cleaner');7;0.0007
('bottled water', 'male cosmetics');13;0.0013
('bottled water', 'rum');9;0.0009
('bottled water', 'ketchup');4;0.0004
('bottled water', 'meat spreads');9;0.0009
('bottled water', 'brandy');5;0.0005
('bottled water', 'light bulbs');4;0.0004
('bottled water', 'tea');8;0.0008
('bottled water', 'specialty fat');5;0.0005
('bottled water', 'abrasive cleaner');3;0.0003
('bottled water', 'skin care');8;0.0008
('bottled water', 'nuts/prunes');1;0.0001
('bottled water', 'syrup');5;0.0005
('bottled water', 'canned fruit');5;0.0005
('bottled water', 'artif. sweetener');7;0.0007
('bottled water', 'nut snack');3;0.0003
('bottled water', 'snack products');4;0.0004
('bottled water', 'fish');1;0.0001
('bottled water', 'potato products');5;0.0005
('bottled water', 'bathroom cleaner');4;0.0004
('bottled water', 'cookware');0;0.0
('bottled water', 'soap');2;0.0002
('bottled water', 'cooking chocolate');6;0.0006
('bottled water', 'pudding powder');4;0.0004
('bottled water', 'tidbits');3;0.0003
('bottled water', 'organic sausage');2;0.0002
('bottled water', 'cocoa drinks');3;0.0003
('bottled water', 'prosecco');3;0.0003
('bottled water', 'flower soil/fertilizer');3;0.0003
('bottled water', 'ready soups');6;0.0006
('bottled water', 'specialty vegetables');4;0.0004
('bottled water', 'organic products');2;0.0002
('bottled water', 'honey');0;0.0
('bottled water', 'decalcifier');2;0.0002
('bottled water', 'cream');0;0.0
('bottled water', 'frozen fruits');0;0.0
('bottled water', 'hair spray');1;0.0001
('bottled water', 'rubbing alcohol');4;0.0004
('bottled water', 'liqueur');1;0.0001
('bottled water', 'whisky');2;0.0002
('bottled water', 'salad dressing');0;0.0
('bottled water', 'make up remover');1;0.0001
('bottled water', 'toilet cleaner');0;0.0
('bottled water', 'frozen chicken');0;0.0
('bottled water', 'baby cosmetics');0;0.0
('bottled water', 'bags');0;0.0
('bottled water', 'kitchen utensil');0;0.0
('bottled water', 'preservation products');0;0.0
('bottled water', 'baby food');0;0.0
('bottled water', 'sound storage medium');1;0.0001
('root vegetables', 'tropical fruit');207;0.021
('root vegetables', 'shopping bags');126;0.0128
('root vegetables', 'sausage');147;0.0149
('root vegetables', 'pastry');108;0.011
('root vegetables', 'citrus fruit');174;0.0177
('root vegetables', 'bottled beer');95;0.0097
('root vegetables', 'newspapers');113;0.0115
('root vegetables', 'canned beer');40;0.0041
('root vegetables', 'pip fruit');153;0.0156
('root vegetables', 'fruit/vegetable juice');118;0.012
('root vegetables', 'whipped/sour cream');168;0.0171
('root vegetables', 'brown bread');100;0.0102
('root vegetables', 'domestic eggs');141;0.0143
('root vegetables', 'frankfurter');100;0.0102
('root vegetables', 'margarine');109;0.0111
('root vegetables', 'coffee');72;0.0073
('root vegetables', 'pork');134;0.0136
('root vegetables', 'butter');127;0.0129
('root vegetables', 'curd');107;0.0109
('root vegetables', 'beef');171;0.0174
('root vegetables', 'napkins');98;0.01
('root vegetables', 'chocolate');63;0.0064
('root vegetables', 'frozen vegetables');114;0.0116
('root vegetables', 'chicken');107;0.0109
('root vegetables', 'white bread');78;0.0079
('root vegetables', 'cream cheese');74;0.0075
('root vegetables', 'waffles');65;0.0066
('root vegetables', 'salty snack');49;0.005
('root vegetables', 'long life bakery product');52;0.0053
('root vegetables', 'dessert');57;0.0058
('root vegetables', 'sugar');63;0.0064
('root vegetables', 'UHT-milk');48;0.0049
('root vegetables', 'berries');65;0.0066
('root vegetables', 'hamburger meat');61;0.0062
('root vegetables', 'hygiene articles');53;0.0054
('root vegetables', 'onions');93;0.0095
('root vegetables', 'specialty chocolate');33;0.0034
('root vegetables', 'candy');42;0.0043
('root vegetables', 'frozen meals');38;0.0039
('root vegetables', 'misc. beverages');30;0.0031
('root vegetables', 'oil');69;0.007
('root vegetables', 'butter milk');50;0.0051
('root vegetables', 'specialty bar');21;0.0021
('root vegetables', 'ham');36;0.0037
('root vegetables', 'beverages');31;0.0032
('root vegetables', 'meat');50;0.0051
('root vegetables', 'ice cream');29;0.0029
('root vegetables', 'hard cheese');55;0.0056
('root vegetables', 'sliced cheese');55;0.0056
('root vegetables', 'cat food');46;0.0047
('root vegetables', 'grapes');44;0.0045
('root vegetables', 'chewing gum');17;0.0017
('root vegetables', 'detergent');43;0.0044
('root vegetables', 'red/blush wine');25;0.0025
('root vegetables', 'white wine');18;0.0018
('root vegetables', 'pickled vegetables');40;0.0041
('root vegetables', 'baking powder');35;0.0036
('root vegetables', 'semi-finished bread');23;0.0023
('root vegetables', 'dishes');27;0.0027
('root vegetables', 'flour');46;0.0047
('root vegetables', 'potted plants');22;0.0022
('root vegetables', 'soft cheese');33;0.0034
('root vegetables', 'processed cheese');31;0.0032
('root vegetables', 'herbs');69;0.007
('root vegetables', 'pasta');38;0.0039
('root vegetables', 'canned fish');26;0.0026
('root vegetables', 'seasonal products');17;0.0017
('root vegetables', 'cake bar');18;0.0018
('root vegetables', 'packaged fruit/vegetables');34;0.0035
('root vegetables', 'mustard');33;0.0034
('root vegetables', 'frozen fish');26;0.0026
('root vegetables', 'cling film/bags');16;0.0016
('root vegetables', 'spread cheese');17;0.0017
('root vegetables', 'liquor');11;0.0011
('root vegetables', 'salt');27;0.0027
('root vegetables', 'frozen dessert');24;0.0024
('root vegetables', 'canned vegetables');26;0.0026
('root vegetables', 'dish cleaner');16;0.0016
('root vegetables', 'flower (seeds)');19;0.0019
('root vegetables', 'roll products');31;0.0032
('root vegetables', 'condensed milk');15;0.0015
('root vegetables', 'pet care');14;0.0014
('root vegetables', 'photo/film');8;0.0008
('root vegetables', 'mayonnaise');25;0.0025
('root vegetables', 'chocolate marshmallow');12;0.0012
('root vegetables', 'sweet spreads');20;0.002
('root vegetables', 'candles');17;0.0017
('root vegetables', 'specialty cheese');21;0.0021
('root vegetables', 'dog food');14;0.0014
('root vegetables', 'frozen potato products');15;0.0015
('root vegetables', 'house keeping products');17;0.0017
('root vegetables', 'turkey');25;0.0025
('root vegetables', 'Instant food products');19;0.0019
('root vegetables', 'liquor (appetizer)');7;0.0007
('root vegetables', 'rice');31;0.0032
('root vegetables', 'instant coffee');13;0.0013
('root vegetables', 'popcorn');16;0.0016
('root vegetables', 'zwieback');10;0.001
('root vegetables', 'soups');17;0.0017
('root vegetables', 'finished products');7;0.0007
('root vegetables', 'vinegar');16;0.0016
('root vegetables', 'female sanitary products');9;0.0009
('root vegetables', 'kitchen towels');13;0.0013
('root vegetables', 'dental care');6;0.0006
('root vegetables', 'cereals');13;0.0013
('root vegetables', 'sparkling wine');10;0.001
('root vegetables', 'sauces');8;0.0008
('root vegetables', 'softener');8;0.0008
('root vegetables', 'jam');19;0.0019
('root vegetables', 'spices');9;0.0009
('root vegetables', 'curd cheese');10;0.001
('root vegetables', 'liver loaf');14;0.0014
('root vegetables', 'cleaner');8;0.0008
('root vegetables', 'male cosmetics');4;0.0004
('root vegetables', 'rum');7;0.0007
('root vegetables', 'ketchup');9;0.0009
('root vegetables', 'meat spreads');4;0.0004
('root vegetables', 'brandy');7;0.0007
('root vegetables', 'light bulbs');5;0.0005
('root vegetables', 'tea');8;0.0008
('root vegetables', 'specialty fat');9;0.0009
('root vegetables', 'abrasive cleaner');13;0.0013
('root vegetables', 'skin care');7;0.0007
('root vegetables', 'nuts/prunes');6;0.0006
('root vegetables', 'syrup');6;0.0006
('root vegetables', 'canned fruit');7;0.0007
('root vegetables', 'artif. sweetener');4;0.0004
